drug_S	action	drug_T	cyps
atomoxetine	enhances	lansoprazole	3A457
atomoxetine	enhances	lenvatinib	3A457
atomoxetine	enhances	lercanidipine	3A457
atomoxetine	enhances	levacetylmethadol	3A457
atomoxetine	enhances	lidocaine	3A457
atomoxetine	enhances	linagliptin	3A457
atomoxetine	enhances	lovastatin	3A457
atomoxetine	enhances	macitentan	3A457
atomoxetine	enhances	methadone	3A457
atomoxetine	enhances	midazolam	3A457
atomoxetine	enhances	naldemedine	3A457
atomoxetine	enhances	naloxegol	3A457
atomoxetine	enhances	nateglinide	3A457
atomoxetine	enhances	nelfinavir	3A457
atomoxetine	enhances	neratinib	3A457
atomoxetine	enhances	nevirapine	3A457
atomoxetine	enhances	nifedipine	3A457
atomoxetine	enhances	nisoldipine	3A457
atomoxetine	enhances	nitrendipine	3A457
atomoxetine	enhances	olaparib	3A457
atomoxetine	enhances	omeprazole	3A457
atomoxetine	enhances	ondansetron	3A457
atomoxetine	enhances	osimertinib	3A457
atomoxetine	enhances	ospemifene	3A457
atomoxetine	enhances	paclitaxel	3A457
atomoxetine	enhances	palbociclib	3A457
atomoxetine	enhances	palonosetron	3A457
atomoxetine	enhances	panobinostat	3A457
atomoxetine	enhances	pantoprazole	3A457
atomoxetine	enhances	perampanel	3A457
atomoxetine	enhances	pimavanserin	3A457
atomoxetine	enhances	pimozide	3A457
atomoxetine	enhances	pomalidomide	3A457
atomoxetine	enhances	ponatinib	3A457
atomoxetine	enhances	progesterone	3A457
atomoxetine	enhances	propranolol	3A457
atomoxetine	enhances	quetiapine	3A457
atomoxetine	enhances	quinidine	3A457
atomoxetine	enhances	quinine	3A457
atomoxetine	enhances	regorafenib	3A457
atomoxetine	enhances	ribociclib	3A457
atomoxetine	enhances	rilpivirine	3A457
atomoxetine	enhances	risperidone	3A457
atomoxetine	enhances	ritonavir	3A457
atomoxetine	enhances	rivaroxaban	3A457
atomoxetine	enhances	roflumilast	3A457
atomoxetine	enhances	rolapitant	3A457
atomoxetine	enhances	romidepsin	3A457
atomoxetine	enhances	rucaparib	3A457
atomoxetine	enhances	ruxolitinib	3A457
atomoxetine	enhances	salmeterol	3A457
atomoxetine	enhances	saquinavir	3A457
atomoxetine	enhances	selexipag	3A457
atomoxetine	enhances	sildenafil	3A457
atomoxetine	enhances	simeprevir	3A457
atomoxetine	enhances	simvastatin	3A457
atomoxetine	enhances	sirolimus	3A457
atomoxetine	enhances	sonidegib	3A457
atomoxetine	enhances	sorafenib	3A457
atomoxetine	enhances	sunitinib	3A457
atomoxetine	enhances	suvorexant	3A457
atomoxetine	enhances	tacrolimus	3A457
atomoxetine	enhances	tadalafil	3A457
atomoxetine	enhances	tamoxifen	3A457
atomoxetine	enhances	tasimelteon	3A457
atomoxetine	enhances	telaprevir	3A457
atomoxetine	enhances	telithromycin	3A457
atomoxetine	enhances	temsirolimus	3A457
atomoxetine	enhances	terfenadine	3A457
atomoxetine	enhances	testosterone	3A457
atomoxetine	enhances	ticagrelor	3A457
atomoxetine	enhances	tofacitinib	3A457
atomoxetine	enhances	tolvaptan	3A457
atomoxetine	enhances	tramadol	3A457
atomoxetine	enhances	trazodone	3A457
atomoxetine	enhances	triazolam	3A457
atomoxetine	enhances	valbenazine	3A457
atomoxetine	enhances	vandetanib	3A457
atomoxetine	enhances	vardenafil	3A457
atomoxetine	enhances	velpatasvir	3A457
atomoxetine	enhances	vemurafenib	3A457
atomoxetine	enhances	venetoclax	3A457
atomoxetine	enhances	venlafaxine	3A457
atomoxetine	enhances	verapamil	3A457
atomoxetine	enhances	vilazodone	3A457
atomoxetine	enhances	vincristine	3A457
atomoxetine	enhances	vorapaxar	3A457
atomoxetine	enhances	voriconazole	3A457
atomoxetine	enhances	zaleplon	3A457
atomoxetine	enhances	ziprasidone	3A457
atomoxetine	enhances	zolpidem	3A457
boceprevir	enhances	abemaciclib	3A457
boceprevir	enhances	abiraterone	3A457
boceprevir	enhances	acalabrutinib	3A457
boceprevir	enhances	alectinib	3A457
boceprevir	enhances	alfentanil	3A457
boceprevir	enhances	alprazolam	3A457
boceprevir	enhances	amitriptyline	3A457
boceprevir	enhances	amlodipine	3A457
boceprevir	enhances	apixaban	3A457
boceprevir	enhances	aprepitant	3A457
boceprevir	enhances	aripiprazole	3A457
boceprevir	enhances	astemizole	3A457
boceprevir	enhances	atorvastatin	3A457
boceprevir	enhances	avanafil	3A457
boceprevir	enhances	axitinib	3A457
boceprevir	enhances	bosutinib	3A457
boceprevir	enhances	brexpiprazole	3A457
boceprevir	enhances	buspirone	3A457
boceprevir	enhances	caffeine	3A457
boceprevir	enhances	cariprazine	3A457
boceprevir	enhances	ceritinib	3A457
boceprevir	enhances	cerivastatin	3A457
boceprevir	enhances	chlorpheniramine	3A457
boceprevir	enhances	cilostazol	3A457
boceprevir	enhances	cisapride	3A457
boceprevir	enhances	citalopram	3A457
boceprevir	enhances	clarithromycin	3A457
boceprevir	enhances	clopidogrel	3A457
boceprevir	enhances	cobimetinib	3A457
boceprevir	enhances	cocaine	3A457
boceprevir	enhances	codeine	3A457
boceprevir	enhances	colchicine	3A457
boceprevir	enhances	copanlisib	3A457
boceprevir	enhances	crizotinib	3A457
boceprevir	enhances	cyclosporine	3A457
boceprevir	enhances	daclatasvir	3A457
boceprevir	enhances	dapsone	3A457
boceprevir	enhances	deflazacort	3A457
boceprevir	enhances	dexamethasone	3A457
boceprevir	enhances	dextromethorphan	3A457
boceprevir	enhances	diazepam	3A457
boceprevir	enhances	diltiazem	3A457
boceprevir	enhances	docetaxel	3A457
boceprevir	enhances	dolutegravir	3A457
boceprevir	enhances	domperidone	3A457
boceprevir	enhances	doxepin	3A457
boceprevir	enhances	elbasvir	3A457
boceprevir	enhances	eliglustat	3A457
boceprevir	enhances	eplerenone	3A457
boceprevir	enhances	ergotamine	3A457
boceprevir	enhances	erythromycin	3A457
boceprevir	enhances	escitalopram	3A457
boceprevir	enhances	esomeprazole	3A457
boceprevir	enhances	estradiol	3A457
boceprevir	enhances	felodipine	3A457
boceprevir	enhances	fentanyl	3A457
boceprevir	enhances	finasteride	3A457
boceprevir	enhances	flibanserin	3A457
boceprevir	enhances	haloperidol	3A457
boceprevir	enhances	hydrocortisone	3A457
boceprevir	enhances	ibrutinib	3A457
boceprevir	enhances	idelalisib	3A457
boceprevir	enhances	imatinib	3A457
boceprevir	enhances	indacaterol	3A457
boceprevir	enhances	indinavir	3A457
boceprevir	enhances	irinotecan	3A457
boceprevir	enhances	isavuconazole	3A457
boceprevir	enhances	ivabradine	3A457
boceprevir	enhances	ivacaftor	3A457
boceprevir	enhances	lansoprazole	3A457
boceprevir	enhances	lenvatinib	3A457
boceprevir	enhances	lercanidipine	3A457
boceprevir	enhances	levacetylmethadol	3A457
boceprevir	enhances	lidocaine	3A457
boceprevir	enhances	linagliptin	3A457
boceprevir	enhances	lovastatin	3A457
boceprevir	enhances	macitentan	3A457
boceprevir	enhances	methadone	3A457
boceprevir	enhances	midazolam	3A457
boceprevir	enhances	naldemedine	3A457
boceprevir	enhances	naloxegol	3A457
boceprevir	enhances	nateglinide	3A457
boceprevir	enhances	nelfinavir	3A457
boceprevir	enhances	neratinib	3A457
boceprevir	enhances	nifedipine	3A457
boceprevir	enhances	nisoldipine	3A457
boceprevir	enhances	nitrendipine	3A457
boceprevir	enhances	olaparib	3A457
boceprevir	enhances	omeprazole	3A457
boceprevir	enhances	ondansetron	3A457
boceprevir	enhances	osimertinib	3A457
boceprevir	enhances	ospemifene	3A457
boceprevir	enhances	paclitaxel	3A457
boceprevir	enhances	palbociclib	3A457
boceprevir	enhances	palonosetron	3A457
boceprevir	enhances	panobinostat	3A457
boceprevir	enhances	pantoprazole	3A457
boceprevir	enhances	perampanel	3A457
boceprevir	enhances	pimavanserin	3A457
boceprevir	enhances	pimozide	3A457
boceprevir	enhances	pomalidomide	3A457
boceprevir	enhances	ponatinib	3A457
boceprevir	enhances	progesterone	3A457
boceprevir	enhances	propranolol	3A457
boceprevir	enhances	quetiapine	3A457
boceprevir	enhances	quinidine	3A457
boceprevir	enhances	quinine	3A457
boceprevir	enhances	regorafenib	3A457
boceprevir	enhances	ribociclib	3A457
boceprevir	enhances	rilpivirine	3A457
boceprevir	enhances	risperidone	3A457
boceprevir	enhances	ritonavir	3A457
boceprevir	enhances	rivaroxaban	3A457
boceprevir	enhances	roflumilast	3A457
boceprevir	enhances	rolapitant	3A457
boceprevir	enhances	romidepsin	3A457
boceprevir	enhances	rucaparib	3A457
boceprevir	enhances	ruxolitinib	3A457
boceprevir	enhances	salmeterol	3A457
boceprevir	enhances	saquinavir	3A457
boceprevir	enhances	selexipag	3A457
boceprevir	enhances	sildenafil	3A457
boceprevir	enhances	simeprevir	3A457
boceprevir	enhances	simvastatin	3A457
boceprevir	enhances	sirolimus	3A457
boceprevir	enhances	sonidegib	3A457
boceprevir	enhances	sorafenib	3A457
boceprevir	enhances	sunitinib	3A457
boceprevir	enhances	suvorexant	3A457
boceprevir	enhances	tacrolimus	3A457
boceprevir	enhances	tadalafil	3A457
boceprevir	enhances	tamoxifen	3A457
boceprevir	enhances	tasimelteon	3A457
boceprevir	enhances	telaprevir	3A457
boceprevir	enhances	telithromycin	3A457
boceprevir	enhances	temsirolimus	3A457
boceprevir	enhances	terfenadine	3A457
boceprevir	enhances	testosterone	3A457
boceprevir	enhances	ticagrelor	3A457
boceprevir	enhances	tofacitinib	3A457
boceprevir	enhances	tolvaptan	3A457
boceprevir	enhances	tramadol	3A457
boceprevir	enhances	trazodone	3A457
boceprevir	enhances	triazolam	3A457
boceprevir	enhances	valbenazine	3A457
boceprevir	enhances	vandetanib	3A457
boceprevir	enhances	vardenafil	3A457
boceprevir	enhances	velpatasvir	3A457
boceprevir	enhances	vemurafenib	3A457
boceprevir	enhances	venetoclax	3A457
boceprevir	enhances	venlafaxine	3A457
boceprevir	enhances	verapamil	3A457
boceprevir	enhances	vilazodone	3A457
boceprevir	enhances	vincristine	3A457
boceprevir	enhances	vorapaxar	3A457
boceprevir	enhances	voriconazole	3A457
boceprevir	enhances	zaleplon	3A457
boceprevir	enhances	ziprasidone	3A457
boceprevir	enhances	zolpidem	3A457
brigatinib	reduces	abemaciclib	3A457
brigatinib	reduces	abiraterone	3A457
brigatinib	reduces	acalabrutinib	3A457
brigatinib	reduces	alectinib	3A457
brigatinib	reduces	alfentanil	3A457
brigatinib	reduces	alprazolam	3A457
brigatinib	reduces	amitriptyline	3A457
brigatinib	reduces	amlodipine	3A457
brigatinib	reduces	apixaban	3A457
brigatinib	reduces	aripiprazole	3A457
brigatinib	reduces	astemizole	3A457
brigatinib	reduces	atorvastatin	3A457
brigatinib	reduces	avanafil	3A457
brigatinib	reduces	axitinib	3A457
brigatinib	reduces	bosutinib	3A457
brigatinib	reduces	brexpiprazole	3A457
brigatinib	reduces	buspirone	3A457
brigatinib	reduces	caffeine	3A457
brigatinib	reduces	carbamazepine	3A457
brigatinib	reduces	cariprazine	3A457
brigatinib	reduces	cerivastatin	3A457
brigatinib	reduces	chlorpheniramine	3A457
brigatinib	reduces	cilostazol	3A457
brigatinib	reduces	cisapride	3A457
brigatinib	reduces	citalopram	3A457
brigatinib	reduces	clobazam	3A457
brigatinib	reduces	clopidogrel	3A457
brigatinib	reduces	cobimetinib	3A457
brigatinib	reduces	cocaine	3A457
brigatinib	reduces	codeine	3A457
brigatinib	reduces	colchicine	3A457
brigatinib	reduces	copanlisib	3A457
brigatinib	reduces	cyclosporine	3A457
brigatinib	reduces	dabrafenib	3A457
brigatinib	reduces	daclatasvir	3A457
brigatinib	reduces	dapsone	3A457
brigatinib	reduces	deflazacort	3A457
brigatinib	reduces	dexamethasone	3A457
brigatinib	reduces	dextromethorphan	3A457
brigatinib	reduces	diazepam	3A457
brigatinib	reduces	docetaxel	3A457
brigatinib	reduces	dolutegravir	3A457
brigatinib	reduces	domperidone	3A457
brigatinib	reduces	doxepin	3A457
brigatinib	reduces	elagolix	3A457
brigatinib	reduces	elbasvir	3A457
brigatinib	reduces	eliglustat	3A457
brigatinib	reduces	enzalutamide	3A457
brigatinib	reduces	eplerenone	3A457
brigatinib	reduces	ergotamine	3A457
brigatinib	reduces	escitalopram	3A457
brigatinib	reduces	estradiol	3A457
brigatinib	reduces	felodipine	3A457
brigatinib	reduces	fentanyl	3A457
brigatinib	reduces	finasteride	3A457
brigatinib	reduces	flibanserin	3A457
brigatinib	reduces	haloperidol	3A457
brigatinib	reduces	hydrocortisone	3A457
brigatinib	reduces	ibrutinib	3A457
brigatinib	reduces	indacaterol	3A457
brigatinib	reduces	irinotecan	3A457
brigatinib	reduces	isavuconazole	3A457
brigatinib	reduces	ivabradine	3A457
brigatinib	reduces	ivacaftor	3A457
brigatinib	reduces	lansoprazole	3A457
brigatinib	reduces	lenvatinib	3A457
brigatinib	reduces	lercanidipine	3A457
brigatinib	reduces	levacetylmethadol	3A457
brigatinib	reduces	lidocaine	3A457
brigatinib	reduces	linagliptin	3A457
brigatinib	reduces	lovastatin	3A457
brigatinib	reduces	macitentan	3A457
brigatinib	reduces	methadone	3A457
brigatinib	reduces	midazolam	3A457
brigatinib	reduces	naldemedine	3A457
brigatinib	reduces	naloxegol	3A457
brigatinib	reduces	nateglinide	3A457
brigatinib	reduces	neratinib	3A457
brigatinib	reduces	nevirapine	3A457
brigatinib	reduces	nifedipine	3A457
brigatinib	reduces	nisoldipine	3A457
brigatinib	reduces	nitrendipine	3A457
brigatinib	reduces	olaparib	3A457
brigatinib	reduces	ondansetron	3A457
brigatinib	reduces	osimertinib	3A457
brigatinib	reduces	ospemifene	3A457
brigatinib	reduces	paclitaxel	3A457
brigatinib	reduces	palbociclib	3A457
brigatinib	reduces	panobinostat	3A457
brigatinib	reduces	pimavanserin	3A457
brigatinib	reduces	pimozide	3A457
brigatinib	reduces	pomalidomide	3A457
brigatinib	reduces	ponatinib	3A457
brigatinib	reduces	progesterone	3A457
brigatinib	reduces	propranolol	3A457
brigatinib	reduces	quetiapine	3A457
brigatinib	reduces	quinidine	3A457
brigatinib	reduces	quinine	3A457
brigatinib	reduces	rilpivirine	3A457
brigatinib	reduces	risperidone	3A457
brigatinib	reduces	rivaroxaban	3A457
brigatinib	reduces	roflumilast	3A457
brigatinib	reduces	rolapitant	3A457
brigatinib	reduces	romidepsin	3A457
brigatinib	reduces	ruxolitinib	3A457
brigatinib	reduces	salmeterol	3A457
brigatinib	reduces	selexipag	3A457
brigatinib	reduces	sildenafil	3A457
brigatinib	reduces	simvastatin	3A457
brigatinib	reduces	sirolimus	3A457
brigatinib	reduces	sonidegib	3A457
brigatinib	reduces	sorafenib	3A457
brigatinib	reduces	sunitinib	3A457
brigatinib	reduces	suvorexant	3A457
brigatinib	reduces	tacrolimus	3A457
brigatinib	reduces	tadalafil	3A457
brigatinib	reduces	tamoxifen	3A457
brigatinib	reduces	tasimelteon	3A457
brigatinib	reduces	temsirolimus	3A457
brigatinib	reduces	terfenadine	3A457
brigatinib	reduces	testosterone	3A457
brigatinib	reduces	ticagrelor	3A457
brigatinib	reduces	tofacitinib	3A457
brigatinib	reduces	tolvaptan	3A457
brigatinib	reduces	tramadol	3A457
brigatinib	reduces	trazodone	3A457
brigatinib	reduces	triazolam	3A457
brigatinib	reduces	valbenazine	3A457
brigatinib	reduces	vandetanib	3A457
brigatinib	reduces	vardenafil	3A457
brigatinib	reduces	velpatasvir	3A457
brigatinib	reduces	vemurafenib	3A457
brigatinib	reduces	venetoclax	3A457
brigatinib	reduces	venlafaxine	3A457
brigatinib	reduces	vilazodone	3A457
brigatinib	reduces	vincristine	3A457
brigatinib	reduces	vorapaxar	3A457
brigatinib	reduces	zaleplon	3A457
brigatinib	reduces	ziprasidone	3A457
brigatinib	reduces	zolpidem	3A457
broccoli	reduces	acetaminophen	1A2
broccoli	reduces	amitriptyline	1A2
broccoli	reduces	apremilast	1A2
broccoli	reduces	caffeine	1A2
broccoli	reduces	clomipramine	1A2
broccoli	reduces	clozapine	1A2
broccoli	reduces	cyclobenzaprine	1A2
broccoli	reduces	doxepin	1A2
broccoli	reduces	duloxetine	1A2
broccoli	reduces	estradiol	1A2
broccoli	reduces	fluvoxamine	1A2
broccoli	reduces	haloperidol	1A2
broccoli	reduces	imipramine	1A2
broccoli	reduces	mexiletine	1A2
broccoli	reduces	nabumetone	1A2
broccoli	reduces	naproxen	1A2
broccoli	reduces	olanzapine	1A2
broccoli	reduces	ondansetron	1A2
broccoli	reduces	phenacetin	1A2
broccoli	reduces	pirfenidone	1A2
broccoli	reduces	pomalidomide	1A2
broccoli	reduces	propranolol	1A2
broccoli	reduces	riluzole	1A2
broccoli	reduces	roflumilast	1A2
broccoli	reduces	ropivacaine	1A2
broccoli	reduces	rucaparib	1A2
broccoli	reduces	tacrine	1A2
broccoli	reduces	tasimelteon	1A2
broccoli	reduces	theophylline	1A2
broccoli	reduces	tizanidine	1A2
broccoli	reduces	triamterene	1A2
broccoli	reduces	verapamil	1A2
broccoli	reduces	warfarin	1A2
broccoli	reduces	zileuton	1A2
broccoli	reduces	zolmitriptan	1A2
brussel_sprouts	reduces	acetaminophen	1A2
brussel_sprouts	reduces	amitriptyline	1A2
brussel_sprouts	reduces	apremilast	1A2
brussel_sprouts	reduces	caffeine	1A2
brussel_sprouts	reduces	clomipramine	1A2
brussel_sprouts	reduces	clozapine	1A2
brussel_sprouts	reduces	cyclobenzaprine	1A2
brussel_sprouts	reduces	doxepin	1A2
brussel_sprouts	reduces	duloxetine	1A2
brussel_sprouts	reduces	estradiol	1A2
brussel_sprouts	reduces	fluvoxamine	1A2
brussel_sprouts	reduces	haloperidol	1A2
brussel_sprouts	reduces	imipramine	1A2
brussel_sprouts	reduces	mexiletine	1A2
brussel_sprouts	reduces	nabumetone	1A2
brussel_sprouts	reduces	naproxen	1A2
brussel_sprouts	reduces	olanzapine	1A2
brussel_sprouts	reduces	ondansetron	1A2
brussel_sprouts	reduces	phenacetin	1A2
brussel_sprouts	reduces	pirfenidone	1A2
brussel_sprouts	reduces	pomalidomide	1A2
brussel_sprouts	reduces	propranolol	1A2
brussel_sprouts	reduces	riluzole	1A2
brussel_sprouts	reduces	roflumilast	1A2
brussel_sprouts	reduces	ropivacaine	1A2
brussel_sprouts	reduces	rucaparib	1A2
brussel_sprouts	reduces	tacrine	1A2
brussel_sprouts	reduces	tasimelteon	1A2
brussel_sprouts	reduces	theophylline	1A2
brussel_sprouts	reduces	tizanidine	1A2
brussel_sprouts	reduces	triamterene	1A2
brussel_sprouts	reduces	verapamil	1A2
brussel_sprouts	reduces	warfarin	1A2
brussel_sprouts	reduces	zileuton	1A2
brussel_sprouts	reduces	zolmitriptan	1A2
buprenorphine	enhances	abemaciclib	3A457
buprenorphine	enhances	abiraterone	3A457
buprenorphine	enhances	acalabrutinib	3A457
buprenorphine	enhances	alectinib	3A457
buprenorphine	enhances	alfentanil	3A457
buprenorphine	enhances	alprazolam	3A457
buprenorphine	enhances	amitriptyline	3A457
buprenorphine	enhances	amlodipine	3A457
buprenorphine	enhances	apixaban	3A457
buprenorphine	enhances	aprepitant	3A457
buprenorphine	enhances	aripiprazole	3A457
buprenorphine	enhances	astemizole	3A457
buprenorphine	enhances	atorvastatin	3A457
buprenorphine	enhances	avanafil	3A457
buprenorphine	enhances	axitinib	3A457
buprenorphine	enhances	boceprevir	3A457
buprenorphine	enhances	bosutinib	3A457
buprenorphine	enhances	brexpiprazole	3A457
buprenorphine	enhances	brigatinib	3A457
buprenorphine	enhances	buspirone	3A457
buprenorphine	enhances	caffeine	3A457
buprenorphine	enhances	carbamazepine	3A457
buprenorphine	enhances	cariprazine	3A457
buprenorphine	enhances	ceritinib	3A457
buprenorphine	enhances	cerivastatin	3A457
buprenorphine	enhances	chlorpheniramine	3A457
buprenorphine	enhances	cilostazol	3A457
buprenorphine	enhances	cisapride	3A457
buprenorphine	enhances	citalopram	3A457
buprenorphine	enhances	clarithromycin	3A457
buprenorphine	enhances	clobazam	3A457
buprenorphine	enhances	clopidogrel	3A457
buprenorphine	enhances	cobimetinib	3A457
buprenorphine	enhances	cocaine	3A457
buprenorphine	enhances	codeine	3A457
buprenorphine	enhances	colchicine	3A457
buprenorphine	enhances	copanlisib	3A457
buprenorphine	enhances	crizotinib	3A457
buprenorphine	enhances	cyclosporine	3A457
buprenorphine	enhances	dabrafenib	3A457
buprenorphine	enhances	daclatasvir	3A457
buprenorphine	enhances	dapsone	3A457
buprenorphine	enhances	deflazacort	3A457
buprenorphine	enhances	dexamethasone	3A457
buprenorphine	enhances	dextromethorphan	3A457
buprenorphine	enhances	diazepam	3A457
buprenorphine	enhances	diltiazem	3A457
buprenorphine	enhances	docetaxel	3A457
buprenorphine	enhances	dolutegravir	3A457
buprenorphine	enhances	domperidone	3A457
buprenorphine	enhances	doxepin	3A457
buprenorphine	enhances	elagolix	3A457
buprenorphine	enhances	elbasvir	3A457
buprenorphine	enhances	eliglustat	3A457
buprenorphine	enhances	enzalutamide	3A457
buprenorphine	enhances	eplerenone	3A457
buprenorphine	enhances	ergotamine	3A457
buprenorphine	enhances	erythromycin	3A457
buprenorphine	enhances	escitalopram	3A457
buprenorphine	enhances	esomeprazole	3A457
buprenorphine	enhances	estradiol	3A457
buprenorphine	enhances	felodipine	3A457
buprenorphine	enhances	fentanyl	3A457
buprenorphine	enhances	finasteride	3A457
buprenorphine	enhances	flibanserin	3A457
